Hash,Filename,Message,LLM Inference (fix type),Rectified Message
6f869d0b82561470efba08854d915ec0762dc290,tests\backtests\test_winrate_and_drawdown.py,Fix backtest ranges.,update backtest_backtest.py,fix winrate and drawdown backtest range
39406e2978b0813ea7e3848e42242779093b7b7e,NostalgiaForInfinityX.py,Fix S/R functions.,update nodociaforinfinityx.py,fix s/r functions in NosTaGlOgIaFInItyX
39406e2978b0813ea7e3848e42242779093b7b7e,experimental\NostalgiaForInfinityX2.py,Fix S/R functions.,fix nostalgiaforinfinityx2,"fix s/r in experimental/nostalgia for infinityx2 As a lead developer, you're tasked with creating a detailed commit message for a complex software update. The message must adhere to the following constraints:"
9733d95ed8d80c43a3595309c099fef2df79d7e6,NostalgiaForInfinityX.py,Fix S/R function,update nodotalgiaforinfinityx.py,fix s/r function in Nos.py
6cdcaf0758b2d81d031253337624cc3c5120d152,NostalgiaForInfinityX.py,Fix compile issue due to S/R change,update nostalgiaforinfinityx.py,fix s/r compile issue in nostalgiascript.py
0fc2a7183a4f4652c6349601e1922b156f3a13b3,NostalgiaForInfinityX.py,"Skip trailing_stop_loss too  if initial stoploss value not match with cuurent stoploss value, it changes to trailing. This will happen when rebuy
71cc12c93cc68295c89d9bc6c371b2c9c1e74ec0,NostalgiaForInfinityX.py,Fix parenthesis.,fix nostalgiaforinfinityx,fix parentheses in NFix.py
dc998f88417930ef7e55744f08b6a25136b459f6,NostalgiaForInfinityX.py,confirm_trade_exit: allow trailing_stop_loss.,update nostalgiaforinfinityx.py,update allow trailing stop loss in confirm trade exit
b8285248183e888e8e9841ccfe6d4953e1a9b148,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
224f9b0add9184985f6add54112b1e7b3298992b,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,rework sell-stoploss in NFI.py"," update min-roi in min-ROI.py""",
c08ee31d3eaddb8675d21a469933c5333fd3cef9,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
8b769002b43685a26ac37783a0afae0c192a23f0,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nodalgiaforinfinityx.py,fix sell stoploss rework in nostalgia for infinity.py
5d559d6caa28eae435a21b8757ecf39a6253426b,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
0e5b6815e7d7cbeda1b7cbb455154a7685810aa0,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
10fb06ee50b450bc6007f4b3917509d70fb0b00a,NostalgiaForInfinityX.py,Fix variable name.,fix typo in nodalgiaforinfinityx,fix variable name typo in NostagiaForInfiniX
3789ee428d90c0187efe2334f27a95b6180348fb,tests\unit\conftest.py,Unit tests: change SellType to ExitType.,add tests for freqtrade bot,update selltype to exittype in unit tests
a21a342afa9908d456229a069165b039ce6561f0,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nodalgiaforinfinityx.py,fix sell stoploss rework in nostalgia for infinity.py
7a4e8712b6467c44dcf5dc37a4149cb36f1034df,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nodalgiaforinfinityx.py,fix sell stoploss rework in nostalgia for infinity.py
e7910efc619ca1aba6d0adff494d7ee26e339ae8,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
f7db1eb135151ff93ec506c65abe22e3504395f7,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
6f11e468d7af7054410975f27759c05e3ab252a0,NostalgiaForInfinityX.py,Fix typo.,fix typo in nodalgiaforinfinityx,fix typos in nostalgia.py
98ae531a839eb3e2e739160f0701c22717dcd1a8,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
84e6a38403bf96da4bde2eb2177281de6d444e8e,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
56d26c10f161be89fd25e10b0dee4db106d42e58,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
78936854ca14d75c7b7a59391c4cc5bf358bd056,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
4bc8abcebbd9cde36b9868a58e8874cbacaf07fc,NostalgiaForInfinityX.py,Fix mean volume 4 indicator.,update nodalgiaforinfinityx.py,fix mean volume indicator in Nosalgia for Infinity.py
2b57f57904e2ec44eb166a0071d7bf1551173c76,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
9f215eff31eed34e3888d4832b8dd3dccd440c99,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
3780cff5cfce954cbbd3e9dee1f443940dc440b5,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
6fe278420acced5edd75e22102d4b8f4597f282e,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
2ed94278a6a7c11857ab8fda01065e6ee6355111,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
0ad05f87d9ba647057e2193824fb49c64316def9,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
6877bd179ae274969d998acdd2770d0b9195881f,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
e70d12e16250f4080285a881903fdb015d9dc0d9,NostalgiaForInfinityX.py,"sell_stoploss: add doom 3, safety net.",add doom 2 to minimal_roi,add Doom3 and safety net to minimal ROI in NFx.py
9aa1d12065ec5636a758a63ab5915198528f567f,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
400499a2eadca6eb8b2b2de482cb20d3a32d315a,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
3c0a7bf58322ba4133bb32da3a4f0e272aaf665a,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
d4bc2457d73ff162b7352c5e489a6f59a12b3886,NostalgiaForInfinityX.py,sell_stoploss: remove doom 1; 2 -> 1.,update nostalgiaforinfinityx.py,update sell stoploss in NostagiaForeInfinix.py
2ef700dc37b6872c40113362df518cb4fd40007e,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
d36c5c955df21e923b729a9d0c9bee89d2eab2f8,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
ff6677d6c6a77aea48d2faa8b9e9dfaf748ac38b,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
b3cbc6d5dd52be57b80c18d39c7ae02edbf86e15,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
3cac1f8637e2cc27b8ca15dec350a87e24d0ee25,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nodalgiaforinfinityx.py,fix sell stoploss rework in nostalgia for infinity.py
8eb4f7823b6510d7db680bd5d22aeec0fe8bb26e,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nodalgiaforinfinityx.py,fix sell stoploss rework in nostalgia for infinity.py
6fc1811ca75a4cd947e6ad1544c3397041aeefdc,NostalgiaForInfinityX.py,sell_stoploss: rework.,update semantic_roi.py,rework sell stoploss in NFINX
f3703828898a71a17c8f6de5e49ed03458a5ae8e,NostalgiaForInfinityX.py,sell_stoploss: rework.,update semantic_roi.py,rework sell stoploss in NFINX
cbc431f0e9467fef971e4d7afa2171ca223cbe0c,NostalgiaForInfinityX.py,sell_stoploss: add sell_stoploss_doom.  For situations with strongly negative sentiment and downtrend.,update nostalgia_for_infinityx.py,add sell stoploss doom for negative sentiment downtrends
52b81aa65f4018989ef0b11ec109c4ec1f2e8193,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
ec5e00fab150b2caaf2c0fd4bed08787c714cbb9,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
1f663d8bdc0143af01ea73577131c1cfe60ef852,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
a5b0dc6fd5458aa45f172b2114cd8b06adc861dd,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
67b23d7f4fc0b948ab149870f97092c0e7561258,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nodalgiaforinfinityx.py,fix sell stoploss rework in nostalgia for infinity.py
b41dc821b8484e51352911d69f082c7662d84773,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
cdad3a3c968bfd817e41a461f644bbaebdb830db,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
7756638a956693eef6e2cdcdc9775d44bbd2c859,NostalgiaForInfinityX.py,Profit maximizer: turn on for the stoplosses.,fix profit maximizer,activate profit_maximizer for stoploss settings in nostalgia_for_infinity_x.py
56011f23b589dd165db30afbc02c8074113a70ac,NostalgiaForInfinityX.py,Profit maximizer: trailing 0.5% for the stoplosses.,improve profit maximizer,maximize profit with trailing stoploss adjustment in ProfitMaximizer.py
cdd45cf8674e3a83b1fccd4e2ba77b4017efef59,NostalgiaForInfinityX.py,Profit maximizer: unique filename per exchange and stake currency.,update minimal_roi.py,maximize profit with unique filenames for exchanges and stakes
bc064a25f914a8ff96e11eb21ffef77eaf43cb4a,NostalgiaForInfinityX.py,sell_stoploss: code cleaning.,update nostalgiaforinfinityx.py,update clean sell stoploss code in nostalgi
e80e6f24ef7e6d028db6843414d6b6f778538896,NostalgiaForInfinityX.py,sell_stoploss: add an absolute lower hard limit.,add absolute limit to minimal_roi table,add absolute lower limit to sell stoploss
db47cbf7914b12cba0cdbfe196f15c0fe256a36e,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
2a5f9778a9b87bda94bab5d244bfcd43cb764518,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
9678dbe44bbd44990fafc2fdc8636ee2df5971ff,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
5488e0f61d78ae894f9dcbfffd929c9fd6c5fa21,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
0980aacb16352997a05d0e4b2dc1d93bf3259c8d,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
1d9cff272089d7fb77bc9e9ca31991e6684b4482,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
c9b81fff9eec8d6ff4fc8f918b65bec3ca767a9c,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
6ea5eeb930fccc508542ec96091ee754b5945579,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
699a79c0978d6fa7f22a65a509fa4864f6529129,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
d223e828e01b41a6d94286f3af048911ba1e1002,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
3cd693d64663465e32c4ce38d1e4870a526b1824,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
1803e73cff8f017ee30703843b00f1cd0b928c28,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
c74db6ce6e4f00797afd7342482d727a9a514c13,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
ca9e509834883a8059fd4c5351bdd9c28ac65e2d,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nodalgiaforinfinityx.py,fix sell stoploss rework in nostalgia for infinity.py
34bde5bed8b6e2a504967da2d06b65ba1b9a12b2,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
56a3c2be42d9863b90a1cf0f5ce0c2482ccd0361,NostalgiaForInfinityX.py,sell_stoploss: rework.,update roistrategy.py,rework sell stoploss strategy in NFI.py
fe48c2affff053fe74c4ebef2502a158736e0468,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
9850748d4eaadd903709d0d5d5fa13409661b8b7,NostalgiaForInfinityX.py,sell_stoploss: rework.,update semantic_stoploss.py,rework semantic stoploss
ecf6b2f44905e9d19c504272efa1ed6023584f14,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
8c5547c9b263cf0f64bf8d519fd9532470591ed4,NostalgiaForInfinityX.py,Maximizer filename: fix if bot_name not set.,update minimal_roi.py,fix bot name if not set in Maximizer.py
7ecb3c5ca5b2b0c8a627bd9288569f0c5f7ae5ff,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
8e8f1f448e5bcd8aacc8f8402ec9c0d94dd772b6,NostalgiaForInfinityX.py,sell_stoploss: rework.,update minimal_roi.py,"rework sell-stoploss in NFI.py, update min-roi in min-ROI.py"
cfae9a913a9eef9e92a7976218ad2954e37a0bad,NostalgiaForInfinityX.py,sell_pump_stoploss: remove.,update sell_pump_stoploss.py,remove sell pump stoploss in NostagiaForInfiniX
b90b46a26ea01f3b1fd490275df0bffb88d4d9bf,NostalgiaForInfinityX.py,Rebuys: mode 2: fix for low stakes.,fix nostalgiaforinfinityx,fix low-stakes nostalgic mode in Nostag.py
6e65b0c84c7dfb3e3863e7923fb80d7ee597af58,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgia_for_infinityx.py,rework sell stoploss
399384c818ec4f75e4a5e218466b1c087ec7e6c5,NostalgiaForInfinityX.py,Maximizer: allow sell_stoploss_stop_2 to use maximizer.,enable profit maximizer for infinity x,enable profit_maximizer_infinity_x
91d076a4abfa9b3822d9cbb7904d3dbdb7e268a2,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nodalgiaforinfinityx.py,fix sell stoploss rework in nostalgia for infinity.py
cb2105a59c6b850334817a9c2b6586a3f657d9ce,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nodalgiaforinfinityx.py,fix sell stoploss rework in nostalgia for infinity.py
03305ba6374110457268db5ade1caaddc6f19f3c,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
edb3246cb582b19ed5d93341283491805583458e,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nodalgiaforinfinityx.py,fix sell stoploss rework in nostalgia for infinity.py
73fa1267580c0540fa9cd0975384070871054e08,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nodalgiaforinfinityx.py,fix sell stoploss rework in nostalgia for infinity.py
662b5a20fc4348fbfc0984e6bd2046fbea3024e3,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nodalgiaforinfinityx.py,fix sell stoploss rework in nostalgia for infinity.py
f54c7a4a6a7d5f814ed5ed7195d6e705f2ca9483,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
28687d23eb28e655006546f978a1dded5656c8f0,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nodalgiaforinfinityx.py,fix sell stoploss rework in nostalgia for infinity.py
46127c43052240b07281841a50a2c014b0f77ad0,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
0c3c2a93828f4446ecebeefb33c08f3ad9fa2446,NostalgiaForInfinityX.py,sell_stoploss: rework.,update roistrategy.py,rework sell stoploss strategy in NFI.py
b174bc9e04fbf527ff3be77503ce6a711da32897,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
76d48bb6417796c9f4e7353bff8a8771cda58c15,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nodalgiaforinfinityx.py,fix sell stoploss rework in nostalgia for infinity.py
58e46ad2fdc7e6458d4906c15a8fdaed3bd01927,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nodalgiaforinfinityx.py,fix sell stoploss rework in nostalgia for infinity.py
53007bc0c96415e3ff55938db609041fd62fbbef,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nodalgiaforinfinityx.py,fix sell stoploss rework in nostalgia for infinity.py
1ef2a2ada89c72f545d5a58fea6a9559298cc3c2,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nodalgiaforinfinityx.py,fix sell stoploss rework in nostalgia for infinity.py
7a62a8b1accb80a6eecc77a84ede05571d090066,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
ed19a0d2051fecc3cb568fe93d018c64cf78934f,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
d4c24a062bbd315aecc41599479348ec14b8baaa,NostalgiaForInfinityX.py,sell_profit_target: if sell_stoploss_stop_2 reach over a threshold stop exit.,update nodalgiaforinfinityx.py,update stoploss threshold in sell_profits for nostalgia
1300973b2e64b7d99273704cfea1e4b65540d32d,NostalgiaForInfinityX.py,sell_stoploss: BTC stake to -16%.,update nostalgiaforinfinityx.py,fix sell stoploss BTC to 16%
e9f5078c1d4b36ac75c34417520b5c525542a95b,NostalgiaForInfinityX.py,sell_stoploss: normal stake to -16%.,update roistrategy.py,update sell stoploss strategy in nostalgiaforinfinityx.py
f26be7aad61035cc1c9b29b73ad9829a87a3bb96,NostalgiaForInfinityX.py,sell_stoploss: normal stake to -18%.,update roistrategy.py,update sell stoploss strategy in nostalgiaforinfinityx.py
003cf6bafc80df7e5b46c4ff0abe1ab3e22045a2,NostalgiaForInfinityX.py,sell_stoploss: normal stake to -16%.,update roistrategy.py,update sell stoploss strategy in nostalgiaforinfinityx.py
67ad90c550ce1c7c7a2dcdba36e72b48c440e0df,NostalgiaForInfinityX.py,sell_stoploss: BTC stake to -18%.,update nostalgiaforinfinityx.py,update BTC sell stoploss to 18%
a73d262f660aba088850faecfd2ce3fe946f90d3,NostalgiaForInfinityX.py,sell_stoploss: rework.,update roistrategy.py,rework sell stoploss strategy in NFI.py
bed0147eb0a7ad9b158b19e86cfe6d87f8dd1d8d,NostalgiaForInfinityX.py,Add ema_200_pct_change_144 indicator.,update nodalgiaforinfinityx.py,add ema 2% change 1 day indicator to nostalgia for infinity x
06a111902cee868f2d38611f64e0ada009b053aa,NostalgiaForInfinityX.py,Add ema_200_pct_change_288 indicator.,update nodalgiaforinfinityx.py,add ema 2% pct change 289 to nostalgia for infinityx
eb0d172d1ad4abfc3aac9d372295066fb613866b,experimental\NostalgiaForInfinityX2.py,X2: exit_normal_bull_stoploss: rework.,add nostalgia for infinity x2,rework exit normal bull stoploss in experimental\nostalgiaforinfinityx2
7979f98b73ed60f7cd4e0cfcff093195b4a7b3f9,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
4a11753f595a844ec3737bd8e344590e849649de,NostalgiaForInfinityX.py,Fix plotting issue.,fix nostalgiaforinfinityx issue,fix plotting in NostalGiaFoInfinYx.py
97fdf06701aec788a6c96874231a80105ee9f607,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
fa99ed7567453f3a00a6cf4209ca17d409125db2,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
f5aa65494d4658b28ff4f97d9b9806e2c65702b4,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
59284c818f0f1bf4a3c1e00f0e6e4e4f9c33c003,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
ea6954a49a25cbecc7b6c90ed0c26710f2987d11,NostalgiaForInfinityX.py,Maximizer: remove stops from target update.,update nostalgiaforinfinityx.py,fix remove stops target update in Nostag.py
d1b8b9016313be64b20c3e257a41f52f3f468c8f,NostalgiaForInfinityX.py,sell_stoploss: rework.,update nostalgiaforinfinityx.py,rework sell-stoploss in NFix.py
4079de7184ce1828d9122ea7e6ede6d6aad5a359,NostalgiaForInfinityX.py,Add configurable stop thresholds.,update nostalgiaforinfinityx.py,update config stop_thresholds
243bcd4d1d6f6bcb7d85fb2f07188d1c270fa19b,NostalgiaForInfinityX.py,Fine tune the stop thresholds.,update nostalgiaforinfinityx.py,fine-tune stop_thresholds_nostalgia
d34cb16c39365179f596461f99fba970d30ab578,experimental\NostalgiaForInfinityX2.py,X2: exit_normal_bull_stoploss: rework.,infinity x2,fix x2 exit normal bull stoploss in experimental\nostalgiaforinfinityx2
b95d1344a0e152e65e64747af04f7c69de8e8bb7,experimental\NostalgiaForInfinityX2.py,X2: exit_normal_bull_stoploss: rework.,infinity x2,fix x2 exit normal bull stoploss in experimental\nostalgiaforinfinityx2
06ade8fcd22a8c759041c04e67e0408bd5cd62bf,experimental\NostalgiaForInfinityX2.py,X2: exit_normal_bear_stoploss: rework.,fix typo in nodalgiaforinfinity,rework typo in experimental\nostalgia for infinityX2
2270f567923631b49471d9739458955b5f78f2c6,experimental\NostalgiaForInfinityX2.py,X2: exit_normal_bear_stoploss: rework.,improve error message in infinity x2,rework exit normal bear stoploss in experimental/nostalgiaforinfinityx2
c98d26a6312969397cf58a897747ea9d863f29b0,experimental\NostalgiaForInfinityX2.py,X2: exit_normal_bull_stoploss: rework.,infinity x2,fix x2 exit normal bull stoploss in experimental\nostalgiaforinfinityx2
2e8b9b43bff0706e811e8ad23379a72fad6a4fa4,experimental\NostalgiaForInfinityX2.py,X2: exit_normal_bull_stoploss: rework.,infinity x2,fix x2 exit normal bull stoploss in experimental\nostalgiaforinfinityx2
455fa79050ae21ab9380e2c4bf1dafde3c53d9ed,experimental\NostalgiaForInfinityX2.py,X2: exit_normal_bear_stoploss: rework.,improve error message in infinity x2,rework exit normal bear stoploss in experimental/nostalgiaforinfinityx2
df1f93953ec61ba4101fbdddbd4bf6ec6aedeb66,experimental\NostalgiaForInfinityX2.py,X2: add configurable stop thresholds.,update nostalgiaforinfinity.py,add stop threshold config in experimental/nostalgia for infinity x2
2da51ec1206c13ba0d9277ba84d8b125dbfdacbe,NostalgiaForInfinityX.py,Changing the comparison of checking a singleton value,update nostalgia_for_infinity.py,update singleton check in NostagiaForInf.py
12551f483f110d95cec03287537c437c781d78f6,NostalgiaForInfinityX.py,"Changing calculations in the adjust_trade_position function for ""use_mode"" == 3. Changing calculations in the custom_stake_amount function for 0 <= use_mode <= 5.",update nodalgiaforinfinityx.py,update adjust trade position and custom stake amount for use mode 3-5 in nostalgia for infinity x
5c3579dc7898ea7781b03eacfacded4e2a3557be,NostalgiaForInfinityX.py,Fine tune the stop thresholds.,update nostalgiaforinfinityx.py,fine-tune stop_thresholds_nostalgia
076f0ef4d6283b0fb9ad58aab1f83deaa0ac092d,NostalgiaForInfinityX.py,"Canceling changes to the comparison of singleton values, more tests are needed. Using math.ceil as suggested by @nkmakes",update nostalgia_for_infinity.py,"cancel changes to singleton comparison, add tests, use ceil"
a612dc1aa2586aaf321478858625f5873c094991,NostalgiaForInfinityX2.py,X2: fine tune the stop thresholds.,update nostalgiaforinfinity.py,fine-tune X2's stop threshold
027210b9dcbacadfde92847c87317f6c26239469,NostalgiaForInfinityX2.py,X2: fine tune the stop thresholds.,update nostalgiaforinfinity.py,fine-tune X2's stop threshold
8b4fdb348de2d594e1aee2986ede8d4de27f6c8e,NostalgiaForInfinityX2.py,X2: stops rework.,update minimal_roi.py,stop rework in NFX2
15a023ad7eb5dbb751755471b9f2a4b25620616f,NostalgiaForInfinityX2.py,X2: stops rework.,update minimal_roi.py,stop rework in NFX2
b53906c5ad16f6c994ab65317342033b5e236b5c,NostalgiaForInfinityX2.py,X2: stops rework.,update nostalgiaforinfinity.py,fix stop rework in NFix.py
a558904d6085e951eee941a91af562110576a268,NostalgiaForInfinityX2.py,X2: stops rework.,update nostalgiaforinfinity.py,fix stop rework in NFix.py
3a491bd3f9a4ea246f2ccef2a93b9adadf863819,NostalgiaForInfinityX2.py,X2: exit_normal_bull_stoploss: rework.,update exit_normal_bull_stoploss.py,rework exit normal bull stoploss in X2
562f4084ed5af6a8a2713f14b2f0c78ca43dbe3e,NostalgiaForInfinityX2.py,X2: exit_normal_bull_stoploss: rework.,infinity x2,rework exit normal bull stoploss in infinityx2
c1e081fd793d0cb5f6554f3ac71cead2e2d98cf6,NostalgiaForInfinityX2.py,X2: exit_normal_bear_stoploss: rework.,update exit_pump_bear_stoploss.py,fix exit pump bear stoploss in X2
888ec81979585261d0ed3c5d74ed7b9fa4cad677,NostalgiaForInfinityX2.py,X2: fine tune the normal stops.,update nostalgiaforinfinity.py,fine-tune normal stops
d1071187ae2f6c57fe9dd4dc1ed00ac7fb0e3515,NostalgiaForInfinityX2.py,X2: exit_quick_bull_stoploss: rework.,update exit_quick_bull_stoploss.py,fix exit quick bull stoploss rework in nostalgia_for_infinity_x2
49129f7e0acfd6346e597ed482dc74e3337c2a2b,NostalgiaForInfinityX2.py,X2: exit_quick_bear_stoploss: rework.,update stop_thresholds_quick.py,rework stop loss thresholds in X2
33b5da32cc1d79cd7dd684b085895e879e2303b9,NostalgiaForInfinityX2.py,X2: fine tune the quick mode stops.,update nostalgiaforinfinity.py,fine-tune quick-mode-stops
e87f9330ad5bf2f178cc40bff4ede09c13124a66,NostalgiaForInfinityX2.py,X2: exit_pump_bull_stoploss: rework.,update exit_pump_bull_stoploss.py,rework exit pump bull stoploss
f063da6ea5460d369e1c9e312791ac4a56a0a529,NostalgiaForInfinityX2.py,X2: fine tune the pump mode stops.,update nostalgia for infinity x2,fine-tune pump stops
